qtd. vectors,0
179,594
169,571
189,563
180,551
190,540
170,502
200,441
160,426
185,413
199,400
177,381
187,365
175,362
210,357
167,348
159,347
173,326
183,319
209,312
181,308
165,308
220,308
195,306
230,282
193,280
197,271
188,269
171,268
163,267
176,258
178,257
240,238
184,237
168,231
198,230
203,230
191,227
174,215
205,215
182,211
161,210
172,207
166,201
157,200
250,198
229,191
186,189
164,182
201,178
219,178
192,176
196,172
239,169
150,167
208,164
260,160
207,159
217,157
194,157
206,151
270,150
162,147
249,145
158,142
155,137
211,134
215,133
225,129
290,127
213,127
280,125
259,119
221,114
227,112
235,111
299,109
202,108
310,107
320,107
289,107
330,105
204,105
300,104
223,103
269,102
237,101
214,100
216,99
350,99
149,98
228,97
309,96
247,96
212,92
226,92
279,91
329,90
153,88
156,88
349,87
238,85
218,85
267,84
339,84
319,83
340,81
255,81
265,78
243,77
224,75
245,75
257,74
233,74
251,74
359,73
253,73
285,72
275,71
231,69
360,68
222,68
379,66
283,66
297,66
277,65
369,65
248,63
234,63
154,62
370,62
152,61
273,61
258,60
390,60
389,60
307,59
236,58
287,57
400,57
246,57
232,55
380,55
298,55
409,54
305,54
266,54
241,54
263,53
327,52
357,51
140,51
261,51
317,51
151,51
410,51
268,50
439,50
244,50
286,50
271,49
325,49
242,49
313,48
293,47
281,47
377,47
479,46
295,46
315,46
429,46
278,46
430,45
147,45
331,45
291,45
333,45
303,44
450,44
337,44
347,43
420,43
449,43
419,42
264,42
469,42
353,42
301,42
399,42
363,42
130,41
256,41
459,41
254,40
368,40
288,40
321,40
262,39
308,39
490,39
335,38
341,38
375,38
351,38
440,38
480,38
397,38
272,38
373,38
470,38
328,37
274,37
323,37
338,37
355,36
296,36
252,35
371,35
358,34
345,34
427,34
361,34
306,34
405,34
489,34
316,34
311,34
510,33
415,33
460,33
435,33
304,33
387,33
407,32
284,32
294,32
455,32
367,32
318,32
292,31
447,31
276,31
148,31
312,30
302,30
530,30
282,30
381,29
520,29
408,29
326,29
346,29
324,28
411,28
332,28
376,28
343,28
413,28
425,27
365,27
395,27
509,27
378,27
457,27
385,27
398,26
145,26
383,26
540,26
437,26
348,26
403,26
356,25
344,25
499,25
441,25
393,25
458,25
468,25
423,25
445,25
436,25
428,24
467,24
497,24
386,24
391,24
352,24
336,24
539,24
120,24
443,23
550,23
384,23
401,23
354,23
404,23
146,22
392,22
507,22
417,22
334,22
406,22
549,21
314,21
500,21
448,21
418,21
466,21
487,20
139,20
396,20
477,20
416,20
474,20
366,20
431,20
426,20
511,19
394,19
362,19
342,18
382,18
505,18
519,18
374,18
421,18
529,18
473,17
570,17
560,17
433,17
446,17
483,17
424,17
498,17
508,16
580,16
463,16
485,16
388,16
513,16
501,15
472,15
593,15
402,15
521,15
531,15
372,15
364,15
527,15
456,15
451,15
610,14
438,14
503,14
322,14
495,14
465,14
475,14
535,14
453,14
569,14
548,14
517,13
545,13
528,13
559,13
414,13
600,13
553,13
412,13
461,13
579,12
561,12
444,12
488,12
493,12
452,12
478,12
462,11
471,11
496,11
143,11
609,11
533,11
484,11
605,11
515,11
518,11
454,11
144,10
565,10
526,10
551,10
563,10
595,10
476,10
603,10
481,10
504,10
631,10
422,10
525,10
534,9
142,9
494,9
141,9
558,9
567,9
590,9
630,9
575,9
620,9
506,9
532,8
546,8
583,8
464,8
432,8
512,8
599,8
670,8
608,8
491,8
442,8
523,8
619,8
617,8
537,8
555,7
482,7
434,7
587,7
589,7
636,7
571,7
541,7
554,7
486,7
621,7
628,6
641,6
710,6
647,6
524,6
582,6
514,6
110,6
516,6
137,6
543,6
613,6
611,6
492,6
624,6
552,6
700,6
585,5
640,5
597,5
635,5
648,5
629,5
637,5
618,5
649,5
576,5
557,5
544,5
780,5
581,5
562,5
675,5
669,5
547,5
666,5
542,5
664,5
138,5
660,5
578,5
538,5
689,5
522,5
625,4
680,4
688,4
687,4
685,4
650,4
705,4
678,4
633,4
690,4
668,4
639,4
701,4
715,4
645,4
657,4
